Tube-tub	Tub ID	Tub number	Dish	Cup	Tube_number	Treatment (# females)	Block	Males	Females	Date/time set up	Date time setup	Date time emerged	Days pp	Days pp		
6-5	6	6 (dishes)	1	0	5	5	1.1	2	0	16/01/2023 10:11	16/01/2023 10:00	30/01/2023 17:00	14.3	14.5		
6-49	6	6 (dishes)	1	0	49	1	3.2	3	7	18/01/2023 15:28	18/01/2023 17:00	30/01/2023 17:00	12	12		
6-48	6	6 (dishes)	1	0	48	10	3.2	2	1	18/01/2023 15:24	18/01/2023 17:00	30/01/2023 17:00	12	12		
6-46	6	6 (cups)	0	1	46	1	3.1	1	2	18/01/2023 09:20	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-46	6	6 (dishes)	1	0	46	1	3.1	1	3	18/01/2023 09:20	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-45	6	6 (cups)	0	1	45	10	3.1	1	0	18/01/2023 09:17	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-45	6	6 (dishes)	1	0	45	10	3.1	2	5	18/01/2023 09:17	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-44	6	6 (dishes)	1	0	44	5	3.1	0	7	18/01/2023 09:20	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-44	6	6 (dishes)	1	0	44	5	3.1	3	4	18/01/2023 09:20	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-43	6	6 (cups)	0	1	43	1	3.1	2	1	18/01/2023 09:06	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-42	6	6 (cups)	0	1	42	10	3.1	1	4	18/01/2023 09:05	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-41	6	6 (dishes)	1	0	41	5	3.1	0	3	18/01/2023 08:55	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-40	6	6 (dishes)	1	0	40	1	3.1	1	2	18/01/2023 08:48	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-4	6	6 (cups)	0	1	4	10	1.1	0	3	16/01/2023 10:07	16/01/2023 10:00	30/01/2023 17:00	14.3	14.5		
6-4	6	6 (dishes)	1	0	4	10	1.1	0	1	16/01/2023 10:07	16/01/2023 10:00	30/01/2023 17:00	14.3	14.5		
6-39	6	6 (dishes)	1	0	39	10	3.1	1	5	18/01/2023 08:46	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-38	6	6 (dishes)	1	0	38	5	3.1	4	3	18/01/2023 08:38	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-37	6	6 (cups)	0	1	37	1	3.1	2	1	18/01/2023 08:35	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-37	6	6 (dishes)	1	0	37	1	3.1	1	6	18/01/2023 08:35	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-36	6	6 (dishes)	1	0	36	10	3.1	2	3	18/01/2023 09:00	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-35	6	6 (dishes)	1	0	35	5	3.1	2	9	18/01/2023 08:42	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
6-34	6	6 (dishes)	1	0	34	1	2.2	0	1	17/01/2023 17:05	17/01/2023 17:00	30/01/2023 17:00	13	13		
6-33	6	6 (cups)	0	1	33	10	2.2	1	0	17/01/2023 17:05	17/01/2023 17:00	30/01/2023 17:00	13	13		
6-33	6	6 (dishes)	1	0	33	10	2.2	3	2	17/01/2023 17:05	17/01/2023 17:00	30/01/2023 17:00	13	13		
6-32	6	6 (dishes)	1	0	32	5	2.2	2	5	17/01/2023 17:05	17/01/2023 17:00	30/01/2023 17:00	13	13		
6-31	6	6 (dishes)	1	0	31	1	2.2	0	2	17/01/2023 16:30	17/01/2023 17:00	30/01/2023 17:00	13	13		
6-30	6	6 (dishes)	1	0	30	10	2.2	0	7	17/01/2023 16:49	17/01/2023 17:00	30/01/2023 17:00	13	13		
6-3	6	6 (cups)	0	1	3	1	1.1	2	2	16/01/2023 10:06	16/01/2023 10:00	30/01/2023 17:00	14.3	14.5		
6-29	6	6 (dishes)	1	0	29	5	2.2	2	0	17/01/2023 16:51	17/01/2023 17:00	30/01/2023 17:00	13	13		
6-27	6	6 (dishes)	1	0	27	10	2.2	1	11	17/01/2023 16:40	17/01/2023 17:00	30/01/2023 17:00	13	13		
6-26	6	6 (cups)	0	1	26	5	2.2	1	1	17/01/2023 16:31	17/01/2023 17:00	30/01/2023 17:00	13	13		
6-26	6	6 (dishes)	1	0	26	5	2.2	4	2	17/01/2023 16:31	17/01/2023 17:00	30/01/2023 17:00	13	13		
6-25	6	6 (cups)	0	1	25	1	2.1	0	2	17/01/2023 08:45	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
6-23	6	6 (dishes)	1	0	23	5	2.1	0	3	17/01/2023 08:37	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
6-21	6	6 (dishes)	1	0	21	10	2.1	0	3	17/01/2023 08:33	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
6-20	6	6 (cups)	0	1	20	5	2.1	1	0	17/01/2023 08:28	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
6-20	6	6 (dishes)	1	0	20	5	2.1	1	1	17/01/2023 08:28	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
6-19	6	6 (dishes)	1	0	19	1	2.1	0	3	17/01/2023 08:26	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
6-18	6	6 (cups)	0	1	18	10	2.1	0	1	17/01/2023 08:23	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
6-17	6	6 (cups)	0	1	17	5	2.1	1	4	17/01/2023 08:17	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
6-17	6	6 (dishes)	1	0	17	5	2.1	3	5	17/01/2023 08:17	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
6-16	6	6 (cups)	0	1	16	1	2.1	1	0	17/01/2023 08:14	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
6-16	6	6 (dishes)	1	0	16	1	2.1	1	4	17/01/2023 08:14	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
6-15	6	6 (cups)	0	1	15	10	2.1	0	1	17/01/2023 08:12	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
6-15	6	6 (dishes)	1	0	15	10	2.1	1	2	17/01/2023 08:12	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
6-14	6	6 (cups)	0	1	14	5	2.1	1	0	17/01/2023 08:04	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
6-14	6	6 (dishes)	1	0	14	5	2.1	0	2	17/01/2023 08:04	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
6-12	6	6 (cups)	0	1	12	10	1.2	1	0	16/01/2023 16:42	16/01/2023 17:00	30/01/2023 17:00	14	14		
6-11	6	6 (cups)	0	1	11	1	1.2	0	4	16/01/2023 16:33	16/01/2023 17:00	30/01/2023 17:00	14	14		
6-11	6	6 (dishes)	1	0	11	1	1.2	1	0	16/01/2023 16:33	16/01/2023 17:00	30/01/2023 17:00	14	14		
6-10	6	6 (cups)	0	1	10	5	1.2	1	0	16/01/2023 16:30	16/01/2023 17:00	30/01/2023 17:00	14	14		
6-10	6	6 (dishes)	1	0	10	5	1.2	0	1	16/01/2023 16:30	16/01/2023 17:00	30/01/2023 17:00	14	14		
6-1	6	6 (cups)	0	1	1	1	1.1	1	1	16/01/2023 09:56	16/01/2023 10:00	30/01/2023 17:00	14.3	14.5		
5-9	5	5 (cups)	0	1	9	10	1.2	2	0	16/01/2023 16:28	16/01/2023 17:00	30/01/2023 10:00	13.7	13.5		
5-9	5	5 (dishes)	1	0	9	10	1.2	4	7	16/01/2023 16:28	16/01/2023 17:00	30/01/2023 10:00	13.7	13.5		
5-8	5	5	0	0	8	1	1.2	2	0	16/01/2023 16:18	16/01/2023 17:00	30/01/2023 17:00	14	14		
5-8	5	5 (cups)	0	1	8	1	1.2	3	2	16/01/2023 16:18	16/01/2023 17:00	30/01/2023 17:00	14	14		
5-7	5	5 (cups)	0	1	7	5	1.1	0	1	16/01/2023 10:30	16/01/2023 10:00	30/01/2023 10:00	14	14		
5-7	5	5 (dishes)	1	0	7	5	1.1	1	3	16/01/2023 10:30	16/01/2023 10:00	30/01/2023 10:00	14	14		
5-6	5	5	0	0	6	10	1.1	1	2	16/01/2023 10:23	16/01/2023 10:00	30/01/2023 17:00	14.3	14.5		
5-57	5	5 (dishes)	1	0	57	10	3.2	0	1	18/01/2023 16:01	18/01/2023 17:00	30/01/2023 10:00	11.7	11.5		
5-56	5	5	0	0	56	5	3.2	1	1	18/01/2023 15:59	18/01/2023 17:00	30/01/2023 17:00	12	12		
5-54	5	5	0	0	54	10	3.2	1	0	18/01/2023 15:48	18/01/2023 17:00	30/01/2023 17:00	12	12		
5-53	5	5 (dishes)	1	0	53	5	3.2	1	0	18/01/2023 15:39	18/01/2023 17:00	30/01/2023 17:00	12	12		
5-51	5	5 (cups)	0	1	51	10	3.2	3	2	18/01/2023 15:49	18/01/2023 17:00	30/01/2023 17:00	12	12		
5-51	5	5 (dishes)	1	0	51	10	3.2	5	3	18/01/2023 15:49	18/01/2023 17:00	30/01/2023 17:00	12	12		
5-50	5	5 (dishes)	1	0	50	5	3.2	4	6	18/01/2023 15:31	18/01/2023 17:00	30/01/2023 17:00	12	12		
5-5	5	5	0	0	5	5	1.1	4	6	16/01/2023 10:11	16/01/2023 10:00	30/01/2023 17:00	14.3	14.5		
5-5	5	5 (cups)	0	1	5	5	1.1	0	1	16/01/2023 10:11	16/01/2023 10:00	30/01/2023 17:00	14.3	14.5		
5-49	5	5 (dishes)	1	0	49	1	3.2	3	6	18/01/2023 15:28	18/01/2023 17:00	30/01/2023 17:00	12	12		
5-48	5	5 (dishes)	1	0	48	10	3.2	2	6	18/01/2023 15:24	18/01/2023 17:00	30/01/2023 17:00	12	12		
5-47	5	5 (dishes)	1	0	47	5	3.2	3	5	18/01/2023 15:24	18/01/2023 17:00	30/01/2023 17:00	12	12		
5-46	5	5 (cups)	0	1	46	1	3.1	3	1	18/01/2023 09:20	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-46	5	5 (dishes)	1	0	46	1	3.1	4	9	18/01/2023 09:20	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-45	5	5 (dishes)	1	0	45	10	3.1	2	16	18/01/2023 09:17	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-45	5	5 (dishes)	1	0	45	10	3.1	10	7	18/01/2023 09:17	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-44	5	5	0	0	44	5	3.1	9	16	18/01/2023 09:20	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-43	5	5 (cups)	0	1	43	1	3.1	1	3	18/01/2023 09:06	18/01/2023 10:00	30/01/2023 10:00	12	12		
5-43	5	5 (dishes)	1	0	43	1	3.1	2	5	18/01/2023 09:06	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-42	5	5	0	0	42	10	3.1	11	18	18/01/2023 09:05	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-42	5	5 (cups)	0	1	42	10	3.1	1	1	18/01/2023 09:05	18/01/2023 10:00	30/01/2023 10:00	12	12		
5-41	5	5 (dishes)	1	0	41	5	3.1	6	3	18/01/2023 08:55	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-40	5	5 (cups)	0	1	40	1	3.1	4	1	18/01/2023 08:48	18/01/2023 10:00	30/01/2023 10:00	12	12		
5-40	5	5 (dishes)	1	0	40	1	3.1	2	10	18/01/2023 08:48	18/01/2023 10:00	30/01/2023 10:00	12	12		
5-4	5	5 (cups)	0	1	4	10	1.1	1	1	16/01/2023 10:07	16/01/2023 10:00	30/01/2023 10:00	14	14		
5-4	5	5 (dishes)	1	0	4	10	1.1	3	3	16/01/2023 10:07	16/01/2023 10:00	30/01/2023 10:00	14	14		
5-39	5	5	0	0	39	10	3.1	8	7	18/01/2023 08:46	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-39	5	5	0	0	39	10	3.1	9	6	18/01/2023 08:46	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-39	5	5 (cups)	0	1	39	10	3.1	2	0	18/01/2023 08:46	18/01/2023 10:00	30/01/2023 10:00	12	12		
5-38	5	5	0	0	38	5	3.1	10	5	18/01/2023 08:38	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-37	5	5 (cups)	0	1	37	1	3.1	0	2	18/01/2023 08:35	18/01/2023 10:00	30/01/2023 10:00	12	12		
5-37	5	5 (dishes)	1	0	37	1	3.1	10	7	18/01/2023 08:35	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-36	5	5 (cups)	0	1	36	10	3.1	4	6	18/01/2023 09:00	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-36	5	5 (dishes)	1	0	36	10	3.1	24	44	18/01/2023 09:00	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-35	5	5	0	0	35	5	3.1	10	3	18/01/2023 08:42	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-35	5	5 (cups)	0	1	35	5	3.1	1	2	18/01/2023 08:42	18/01/2023 10:00	30/01/2023 17:00	12.3	12.5		
5-35	5	5 (dishes)	1	0	35	5	3.1	10	14	18/01/2023 08:42	18/01/2023 10:00	30/01/2023 10:00	12	12		
5-34	5	5 (cups)	0	1	34	1	2.2	5	3	17/01/2023 17:05	17/01/2023 17:00	30/01/2023 17:00	13	13		
5-34	5	5 (dishes)	1	0	34	1	2.2	2	4	17/01/2023 17:05	17/01/2023 17:00	30/01/2023 10:00	12.7	12.5		
5-33	5	5 (cups)	0	1	33	10	2.2	2	1	17/01/2023 17:05	17/01/2023 17:00	30/01/2023 17:00	13	13		
5-33	5	5 (dishes)	1	0	33	10	2.2	24	17	17/01/2023 17:05	17/01/2023 17:00	30/01/2023 10:00	12.7	12.5		
5-32	5	5 (cups)	0	1	32	5	2.2	0	1	17/01/2023 17:05	17/01/2023 17:00	30/01/2023 17:00	13	13		
5-32	5	5 (dishes)	1	0	32	5	2.2	5	20	17/01/2023 17:05	17/01/2023 17:00	30/01/2023 10:00	12.7	12.5		
5-31	5	5 (dishes)	1	0	31	1	2.2	5	5	17/01/2023 16:30	17/01/2023 17:00	30/01/2023 10:00	12.7	12.5		
5-30	5	5 (cups)	0	1	30	10	2.2	1	0	17/01/2023 16:49	17/01/2023 17:00	30/01/2023 17:00	13	13		
5-30	5	5 (dishes)	1	0	30	10	2.2	17	14	17/01/2023 16:49	17/01/2023 17:00	30/01/2023 17:00	13	13		
5-3	5	5 (cups)	0	1	3	1	1.1	2	2	16/01/2023 10:06	16/01/2023 10:00	30/01/2023 10:00	14	14		
5-3	5	5 (dishes)	1	0	3	1	1.1	3	10	16/01/2023 10:06	16/01/2023 10:00	30/01/2023 10:00	14	14		
5-29	5	5 (dishes)	1	0	29	5	2.2	4	8	17/01/2023 16:51	17/01/2023 17:00	30/01/2023 10:00	12.7	12.5		
5-28	5	5 (dishes)	1	0	28	1	2.2	3	4	17/01/2023 16:28	17/01/2023 17:00	30/01/2023 10:00	12.7	12.5		
5-27	5	5	0	0	27	10	2.2	15	24	17/01/2023 16:40	17/01/2023 17:00	30/01/2023 17:00	13	13		
5-27	5	5 (cups)	0	1	27	10	2.2	1	1	17/01/2023 16:40	17/01/2023 17:00	30/01/2023 17:00	13	13		
5-26	5	5	0	0	26	5	2.2	8	17	17/01/2023 16:31	17/01/2023 17:00	30/01/2023 17:00	13	13		
5-26	5	5 (cups)	0	1	26	5	2.2	1	0	17/01/2023 16:31	17/01/2023 17:00	30/01/2023 17:00	13	13		
5-25	5	5 (cups)	0	1	25	1	2.1	7	1	17/01/2023 08:45	17/01/2023 10:00	30/01/2023 10:00	13	13		
5-25	5	5 (dishes)	1	0	25	1	2.1	2	6	17/01/2023 08:45	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
5-24	5	5 (cups)	0	1	24	10	2.1	0	2	17/01/2023 08:42	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
5-24	5	5 (dishes)	1	0	24	10	2.1	0	6	17/01/2023 08:42	17/01/2023 10:00	30/01/2023 10:00	13	13		
5-23	5	5	0	0	23	5	2.1	7	4	17/01/2023 08:37	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
5-23	5	5 (cups)	0	1	23	5	2.1	4	2	17/01/2023 08:37	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
5-22	5	5 (cups)	0	1	22	1	2.1	2	0	17/01/2023 08:35	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
5-22	5	5 (dishes)	1	0	22	1	2.1	3	2	17/01/2023 08:35	17/01/2023 10:00	30/01/2023 10:00	13	13		
5-21	5	5 (cups)	0	1	21	10	2.1	3	2	17/01/2023 08:33	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
5-21	5	5 (dishes)	1	0	21	10	2.1	7	11	17/01/2023 08:33	17/01/2023 10:00	30/01/2023 10:00	13	13		
5-20	5	5	0	0	20	5	2.1	5	9	17/01/2023 08:28	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
5-20	5	5 (cups)	0	1	20	5	2.1	3	1	17/01/2023 08:28	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
5-2	5	5	0	0	2	5	1.1	3	4	16/01/2023 10:02	16/01/2023 10:00	30/01/2023 17:00	14.3	14.5		
5-19	5	5 (cups)	0	1	19	1	2.1	2	8	17/01/2023 08:26	17/01/2023 10:00	30/01/2023 10:00	13	13		
5-19	5	5 (dishes)	1	0	19	1	2.1	5	8	17/01/2023 08:26	17/01/2023 10:00	30/01/2023 10:00	13	13		
5-17	5	5 (cups)	0	1	17	5	2.1	1	3	17/01/2023 08:17	17/01/2023 10:00	30/01/2023 10:00	13	13		
5-17	5	5 (dishes)	1	0	17	5	2.1	5	13	17/01/2023 08:17	17/01/2023 10:00	30/01/2023 10:00	13	13		
5-16	5	5 (cups)	0	1	16	1	2.1	0	3	17/01/2023 08:14	17/01/2023 10:00	30/01/2023 10:00	13	13		
5-16	5	5 (dishes)	1	0	16	1	2.1	4	8	17/01/2023 08:14	17/01/2023 10:00	30/01/2023 10:00	13	13		
5-15	5	5 (cups)	0	1	15	10	2.1	3	6	17/01/2023 08:12	17/01/2023 10:00	30/01/2023 10:00	13	13		
5-15	5	5 (dishes)	1	0	15	10	2.1	1	6	17/01/2023 08:12	17/01/2023 10:00	30/01/2023 10:00	13	13		
5-14	5	5 (cups)	0	1	14	5	2.1	4	10	17/01/2023 08:04	17/01/2023 10:00	30/01/2023 17:00	13.3	13.5		
5-14	5	5 (dishes)	1	0	14	5	2.1	11	24	17/01/2023 08:04	17/01/2023 10:00	30/01/2023 10:00	13	13		
5-12	5	5	0	0	12	10	1.2	5	4	16/01/2023 16:42	16/01/2023 17:00	30/01/2023 17:00	14	14		
5-12	5	5 (cups)	0	1	12	10	1.2	1	1	16/01/2023 16:42	16/01/2023 17:00	30/01/2023 10:00	13.7	13.5		
5-11	5	5 (cups)	0	1	11	1	1.2	1	0	16/01/2023 16:33	16/01/2023 17:00	30/01/2023 10:00	13.7	13.5		
5-11	5	5 (dishes)	1	0	11	1	1.2	1	4	16/01/2023 16:33	16/01/2023 17:00	30/01/2023 10:00	13.7	13.5		
5-10	5	5 (dishes)	1	0	10	5	1.2	1	5	16/01/2023 16:30	16/01/2023 17:00	30/01/2023 10:00	13.7	13.5		
5-1	5	5 (cups)	0	1	1	1	1.1	0	3	16/01/2023 09:56	16/01/2023 10:00	30/01/2023 10:00	14	14		
5-1	5	5 (dishes)	1	0	1	1	1.1	1	4	16/01/2023 09:56	16/01/2023 10:00	30/01/2023 10:00	14	14		
4-9	4	4 (cups)	0	1	9	10	1.2	2	1	16/01/2023 16:28	16/01/2023 17:00	29/01/2023 17:00	13	13		
4-9	4	4 (dishes)	1	0	9	10	1.2	0	1	16/01/2023 16:28	16/01/2023 17:00	29/01/2023 17:00	13	13		
4-8	4	4 (cups)	0	1	8	1	1.2	1	0	16/01/2023 16:18	16/01/2023 17:00	29/01/2023 17:00	13	13		
4-8	4	4 (dishes)	1	0	8	1	1.2	1	0	16/01/2023 16:18	16/01/2023 17:00	29/01/2023 17:00	13	13		
4-7	4	4 (dishes)	1	0	7	5	1.1	1	2	16/01/2023 10:30	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
4-6	4	4 (cups)	0	1	6	10	1.1	0	1	16/01/2023 10:23	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
4-6	4	4 (dishes)	1	0	6	10	1.1	1	1	16/01/2023 10:23	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
4-5	4	4 (cups)	0	1	5	5	1.1	0	2	16/01/2023 10:11	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
4-5	4	4 (dishes)	1	0	5	5	1.1	2	1	16/01/2023 10:11	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
4-44	4	4 (dishes)	1	0	44	5	3.1	0	1	18/01/2023 09:20	18/01/2023 10:00	29/01/2023 17:00	11.3	11.5		
4-42	4	4 (dishes)	1	0	42	10	3.1	4	2	18/01/2023 09:05	18/01/2023 10:00	29/01/2023 17:00	11.3	11.5		
4-40	4	4 (dishes)	1	0	40	1	3.1	0	3	18/01/2023 08:48	18/01/2023 10:00	29/01/2023 17:00	11.3	11.5		
4-4	4	4 (cups)	0	1	4	10	1.1	0	1	16/01/2023 10:07	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
4-4	4	4 (dishes)	1	0	4	10	1.1	1	2	16/01/2023 10:07	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
4-39	4	4 (dishes)	1	0	39	10	3.1	1	20	18/01/2023 08:46	18/01/2023 10:00	29/01/2023 17:00	11.3	11.5		
4-38	4	4 (dishes)	1	0	38	5	3.1	0	1	18/01/2023 08:38	18/01/2023 10:00	29/01/2023 17:00	11.3	11.5		
4-37	4	4 (dishes)	1	0	37	1	3.1	1	2	18/01/2023 08:35	18/01/2023 10:00	29/01/2023 17:00	11.3	11.5		
4-36	4	4 (dishes)	1	0	36	10	3.1	4	13	18/01/2023 09:00	18/01/2023 10:00	29/01/2023 17:00	11.3	11.5		
4-35	4	4 (dishes)	1	0	35	5	3.1	3	6	18/01/2023 08:42	18/01/2023 10:00	29/01/2023 17:00	11.3	11.5		
4-34	4	4 (dishes)	1	0	34	1	2.2	0	1	17/01/2023 17:05	17/01/2023 17:00	29/01/2023 17:00	12	12		
4-33	4	4 (dishes)	1	0	33	10	2.2	3	6	17/01/2023 17:05	17/01/2023 17:00	29/01/2023 17:00	12	12		
4-32	4	4 (dishes)	1	0	32	5	2.2	0	9	17/01/2023 17:05	17/01/2023 17:00	29/01/2023 17:00	12	12		
4-30	4	4 (dishes)	1	0	30	10	2.2	5	13	17/01/2023 16:49	17/01/2023 17:00	29/01/2023 17:00	12	12		
4-3	4	4 (cups)	0	1	3	1	1.1	0	1	16/01/2023 10:06	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
4-3	4	4 (dishes)	1	0	3	1	1.1	1	6	16/01/2023 10:06	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
4-29	4	4 (dishes)	1	0	29	5	2.2	2	3	17/01/2023 16:51	17/01/2023 17:00	29/01/2023 17:00	12	12		
4-28	4	4 (dishes)	1	0	28	1	2.2	0	4	17/01/2023 16:28	17/01/2023 17:00	29/01/2023 17:00	12	12		
4-27	4	4 (dishes)	1	0	27	10	2.2	4	9	17/01/2023 16:40	17/01/2023 17:00	29/01/2023 17:00	12	12		
4-26	4	4 (dishes)	1	0	26	5	2.2	4	5	17/01/2023 16:31	17/01/2023 17:00	29/01/2023 17:00	12	12		
4-25	4	4 (dishes)	1	0	25	1	2.1	1	2	17/01/2023 08:45	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
4-24	4	4 (dishes)	1	0	24	10	2.1	1	1	17/01/2023 08:42	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
4-23	4	4 (dishes)	1	0	23	5	2.1	3	2	17/01/2023 08:37	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
4-22	4	4 (cups)	0	1	22	1	2.1	1	0	17/01/2023 08:35	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
4-22	4	4 (dishes)	1	0	22	1	2.1	0	4	17/01/2023 08:35	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
4-21	4	4 (dishes)	1	0	21	10	2.1	4	5	17/01/2023 08:33	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
4-20	4	4 (cups)	0	1	20	5	2.1	0	2	17/01/2023 08:28	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
4-20	4	4 (dishes)	1	0	20	5	2.1	3	4	17/01/2023 08:28	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
4-2	4	4 (cups)	0	1	2	5	1.1	0	1	16/01/2023 10:02	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
4-2	4	4 (dishes)	1	0	2	5	1.1	1	0	16/01/2023 10:02	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
4-19	4	4 (cups)	0	1	19	1	2.1	0	1	17/01/2023 08:26	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
4-19	4	4 (dishes)	1	0	19	1	2.1	6	1	17/01/2023 08:26	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
4-17	4	4 (dishes)	1	0	17	5	2.1	2	1	17/01/2023 08:17	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
4-16	4	4 (dishes)	1	0	16	1	2.1	0	1	17/01/2023 08:14	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
4-15	4	4 (dishes)	1	0	15	10	2.1	0	1	17/01/2023 08:12	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
4-14	4	4 (cups)	0	1	14	5	2.1	1	0	17/01/2023 08:04	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
4-14	4	4 (dishes)	1	0	14	5	2.1	2	6	17/01/2023 08:04	17/01/2023 10:00	29/01/2023 17:00	12.3	12.5		
4-12	4	4 (cups)	0	1	12	10	1.2	1	0	16/01/2023 16:42	16/01/2023 17:00	29/01/2023 17:00	13	13		
4-12	4	4 (dishes)	1	0	12	10	1.2	0	3	16/01/2023 16:42	16/01/2023 17:00	29/01/2023 17:00	13	13		
4-11	4	4 (cups)	0	1	11	1	1.2	0	3	16/01/2023 16:33	16/01/2023 17:00	29/01/2023 17:00	13	13		
4-11	4	4 (dishes)	1	0	11	1	1.2	1	1	16/01/2023 16:33	16/01/2023 17:00	29/01/2023 17:00	13	13		
4-10	4	4 (dishes)	1	0	10	5	1.2	0	1	16/01/2023 16:30	16/01/2023 17:00	29/01/2023 17:00	13	13		
4-1	4	4 (dishes)	1	0	1	1	1.1	1	1	16/01/2023 09:56	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
3-9	3	3 (dishes)	1	0	9	10	1.2	3	7	16/01/2023 16:28	16/01/2023 17:00	29/01/2023 10:00	12.7	12.5		
3-8	3	3 (cups)	0	1	8	1	1.2	1	1	16/01/2023 16:18	16/01/2023 17:00	29/01/2023 17:00	13	13		
3-8	3	3 (dishes)	1	0	8	1	1.2	17	9	16/01/2023 16:18	16/01/2023 17:00	29/01/2023 10:00	12.7	12.5		
3-7	3	3 (cups)	0	1	7	5	1.1	1	1	16/01/2023 10:30	16/01/2023 10:00	29/01/2023 17:00	13.3	13.5		
