Tube-tub	Tub ID	Tub number	Dish	Cup	Tube_number	Treatment (# females)	Block	Males	Females	Date/time set up	Date time setup	Date time emerged	Days pp	Days pp		
10-47	10	10 (cups)	0	1	47	5	3.2	1	6	18/01/2023 15:24	18/01/2023 17:00	01/02/2023 10:00	13.7	13.5		
10-47	10	10 (dishes)	1	0	47	5	3.2	0	2	18/01/2023 15:24	18/01/2023 17:00	01/02/2023 17:00	14	14		
10-46	10	10 (cups)	0	1	46	1	3.1	1	2	18/01/2023 09:20	18/01/2023 10:00	01/02/2023 17:00	14.3	14.5		
10-45	10	10 (cups)	0	1	45	10	3.1	4	6	18/01/2023 09:17	18/01/2023 10:00	01/02/2023 17:00	14.3	14.5		
10-44	10	10 (cups)	0	1	44	5	3.1	1	9	18/01/2023 09:20	18/01/2023 10:00	01/02/2023 17:00	14.3	14.5		
10-43	10	10 (cups)	0	1	43	1	3.1	0	6	18/01/2023 09:06	18/01/2023 10:00	01/02/2023 10:00	14	14		
10-42	10	10 (cups)	0	1	42	10	3.1	0	1	18/01/2023 09:05	18/01/2023 10:00	01/02/2023 17:00	14.3	14.5		
10-42	10	10 (dishes)	1	0	42	10	3.1	0	1	18/01/2023 09:05	18/01/2023 10:00	01/02/2023 17:00	14.3	14.5		
10-41	10	10 (cups)	0	1	41	5	3.1	0	2	18/01/2023 08:55	18/01/2023 10:00	01/02/2023 17:00	14.3	14.5		
10-39	10	10 (cups)	0	1	39	10	3.1	0	6	18/01/2023 08:46	18/01/2023 10:00	01/02/2023 17:00	14.3	14.5		
10-38	10	10 (cups)	0	1	38	5	3.1	0	1	18/01/2023 08:38	18/01/2023 10:00	01/02/2023 17:00	14.3	14.5		
10-37	10	10 (cups)	0	1	37	1	3.1	1	1	18/01/2023 08:35	18/01/2023 10:00	01/02/2023 10:00	14	14		
10-36	10	10 (cups)	0	1	36	10	3.1	1	2	18/01/2023 09:00	18/01/2023 10:00	01/02/2023 10:00	14	14		
10-35	10	10 (cups)	0	1	35	5	3.1	0	3	18/01/2023 08:42	18/01/2023 10:00	01/02/2023 10:00	14	14		
10-33	10	10 (cups)	0	1	33	10	2.2	0	3	17/01/2023 17:05	17/01/2023 17:00	01/02/2023 17:00	15	15		
10-32	10	10 (dishes)	1	0	32	5	2.2	0	1	17/01/2023 17:05	17/01/2023 17:00	01/02/2023 17:00	15	15		
10-31	10	10 (cups)	0	1	31	1	2.2	0	1	17/01/2023 16:30	17/01/2023 17:00	01/02/2023 17:00	15	15		
10-30	10	10 (cups)	0	1	30	10	2.2	1	0	17/01/2023 16:49	17/01/2023 17:00	01/02/2023 17:00	15	15		
10-30	10	10 (dishes)	1	0	30	10	2.2	0	1	17/01/2023 16:49	17/01/2023 17:00	01/02/2023 17:00	15	15		
10-29	10	10 (cups)	0	1	29	5	2.2	1	3	17/01/2023 16:51	17/01/2023 17:00	01/02/2023 17:00	15	15		
10-24	10	10 (cups)	0	1	24	10	2.1	0	1	17/01/2023 08:42	17/01/2023 10:00	01/02/2023 17:00	15.3	15.5		
10-21	10	10 (cups)	0	1	21	10	2.1	2	3	17/01/2023 08:33	17/01/2023 10:00	01/02/2023 10:00	15	15		
10-20	10	10 (cups)	0	1	20	5	2.1	0	2	17/01/2023 08:28	17/01/2023 10:00	01/02/2023 10:00	15	15		
10-19	10	10 (cups)	0	1	19	1	2.1	0	2	17/01/2023 08:26	17/01/2023 10:00	01/02/2023 10:00	15	15		
10-18	10	10 (cups)	0	1	18	10	2.1	1	1	17/01/2023 08:23	17/01/2023 10:00	01/02/2023 17:00	15.3	15.5		
10-17	10	10 (cups)	0	1	17	5	2.1	0	3	17/01/2023 08:17	17/01/2023 10:00	01/02/2023 10:00	15	15		
10-16	10	10 (cups)	0	1	16	1	2.1	1	0	17/01/2023 08:14	17/01/2023 10:00	01/02/2023 17:00	15.3	15.5		
10-15	10	10 (cups)	0	1	15	10	2.1	1	1	17/01/2023 08:12	17/01/2023 10:00	01/02/2023 17:00	15.3	15.5		
10-14	10	10 (cups)	0	1	14	5	2.1	0	1	17/01/2023 08:04	17/01/2023 10:00	01/02/2023 10:00	15	15		
10-12	10	10 (cups)	0	1	12	10	1.2	1	4	16/01/2023 16:42	16/01/2023 17:00	01/02/2023 10:00	15.7	15.5		
10-12	10	10 (cups)	0	1	12	10	1.2	1	0	16/01/2023 16:42	16/01/2023 17:00	01/02/2023 17:00	16	16		
10-10	10	10 (cups)	0	1	10	5	1.2	1	0	16/01/2023 16:30	16/01/2023 17:00	01/02/2023 17:00	16	16		
