Date	Tub number	Dish	Cup	Tube_number	Treatment (# females)	Block	Total	Sex	Collection method	Date/time set up	Block set up	Collected time	Hours post parasitism	
28/1 am	1	0	0	5	5	1.1	12	Males	Live	16/01/2023 10:11	############	############	12	
28/1 am	1	0	0	3	1	1.1	4	Males	Live	16/01/2023 10:06	############	############	12	
28/1 am	1	0	0	4	10	1.1	1	Males	Live	16/01/2023 10:07	############	############	12	
28/1 am	1	0	0	2	5	1.1	0	Males	Live	16/01/2023 10:02	############	############	12	
28/1 am	1	0	0	1	1	1.1	8	Males	Live	16/01/2023 09:56	############	############	12	
28/1 am	1	0	0	7	5	1.1	8	Males	Live	16/01/2023 10:30	############	############	12	
28/1 am	1	0	0	6	10	1.1	21	Males	Live	16/01/2023 10:23	############	############	12	
28/1/pm	2	0	0	4	10	1.1	2	Males	Live	16/01/2023 10:07	############	############	12.25	
28/1/pm	2	0	0	1	1	1.1	1	Males	Live	16/01/2023 09:56	############	############	12.25	
28/1/pm	2	0	0	6	10	1.1	2	Males	Live	16/01/2023 10:23	############	############	12.25	
28/1/pm	2	0	0	7	5	1.1	3	Males	Live	16/01/2023 10:30	############	############	12.25	
28/1/pm	2	0	0	5	5	1.1	6	Males	Live	16/01/2023 10:11	############	############	12.25	
28/1/pm	2	0	0	3	1	1.1	4	Males	Live	16/01/2023 10:06	############	############	12.25	
28/1/pm	2	0	0	2	5	1.1	1	Males	Live	16/01/2023 10:02	############	############	12.25	
29/1 am	3	1	0	7	5	1.1	9	Males	Dead	16/01/2023 10:30	############	############	13	
29/1 am	3	1	0	1	1	1.1	1	Males	Dead	16/01/2023 09:56	############	############	13	
29/1 am	3	1	0	6	10	1.1	4	Males	Dead	16/01/2023 10:23	############	############	13	
29/1 am	3	1	0	2	5	1.1	3	Males	Dead	16/01/2023 10:02	############	############	13	
29/1 am	3	1	0	4	10	1.1	10	Males	Dead	16/01/2023 10:07	############	############	13	
29/1 pm	3	0	1	2	5	1.1	2	Males	Dead	16/01/2023 10:02	############	############	13.25	
29/1 pm	3	0	1	6	10	1.1	1	Males	Dead	16/01/2023 10:23	############	############	13.25	
29/1 pm	3	0	1	4	10	1.1	2	Males	Dead	16/01/2023 10:07	############	############	13.25	
29/1 pm	3	0	1	3	1	1.1	0	Males	Dead	16/01/2023 10:06	############	############	13.25	
29/1 pm	3	0	1	7	5	1.1	1	Males	Dead	16/01/2023 10:30	############	############	13.25	
29/1 am	3	0	0	3	1	1.1	12	Males	Live	16/01/2023 10:06	############	############	13	
29/1 am	3	0	0	5	5	1.1	14	Males	Live	16/01/2023 10:11	############	############	13	
29/1 pm	4	1	0	6	10	1.1	1	Males	Dead	16/01/2023 10:23	############	############	13.25	
29/1 pm	4	1	0	1	1	1.1	1	Males	Dead	16/01/2023 09:56	############	############	13.25	
29/1 pm	4	1	0	5	5	1.1	2	Males	Dead	16/01/2023 10:11	############	############	13.25	
29/1 pm	4	1	0	2	5	1.1	1	Males	Dead	16/01/2023 10:02	############	############	13.25	
29/4 pm	4	1	0	4	10	1.1	1	Males	Dead	16/01/2023 10:07	############	############	13.25	
29/4 pm	4	1	0	7	5	1.1	1	Males	Dead	16/01/2023 10:30	############	############	13.25	
29/4 pm	4	1	0	3	1	1.1	1	Males	Dead	16/01/2023 10:06	############	############	13.25	
29/1 pm	4	0	1	2	5	1.1	0	Males	Live	16/01/2023 10:02	############	############	13.25	
29/1 pm	4	0	1	6	10	1.1	0	Males	Live	16/01/2023 10:23	############	############	13.25	
29/1 pm	4	0	1	4	10	1.1	0	Males	Live	16/01/2023 10:07	############	############	13.25	
29/1 pm	4	0	1	3	1	1.1	0	Males	Live	16/01/2023 10:06	############	############	13.25	
29/1 pm	4	0	1	5	5	1.1	0	Males	Live	16/01/2023 10:11	############	############	13.25	
30/1 am	5	1	0	7	5	1.1	1	Males	Dead	16/01/2023 10:30	############	############	14	
30/1 am	5	1	0	3	1	1.1	3	Males	Dead	16/01/2023 10:06	############	############	14	
30/1 am	5	1	0	4	10	1.1	3	Males	Dead	16/01/2023 10:07	############	############	14	
30/1 am	5	1	0	1	1	1.1	1	Males	Dead	16/01/2023 09:56	############	############	14	
30/1 am	5	0	0	6	10	1.1	1	Males	Live	16/01/2023 10:23	############	############	14	
30/1 am	5	0	0	2	5	1.1	3	Males	Live	16/01/2023 10:02	############	############	14	
30/1 am	5	0	0	5	5	1.1	4	Males	Live	16/01/2023 10:11	############	############	14	
30/1 am	5	0	1	3	1	1.1	2	Males	Live	16/01/2023 10:06	############	############	14	
30/1 am	5	0	1	4	10	1.1	1	Males	Live	16/01/2023 10:07	############	############	14	
30/1 am	5	0	1	1	1	1.1	0	Males	Live	16/01/2023 09:56	############	############	14	
30/1 am	5	0	1	7	5	1.1	0	Males	Live	16/01/2023 10:30	############	############	14	
30/1 pm	5	0	1	5	5	1.1	0	Males	Live	16/01/2023 10:11	############	############	14	
30/1 pm	6	0	1	1	1	1.1	1	Males	Dead	16/01/2023 09:56	############	############	14.25	
30/1 pm	6	0	1	3	1	1.1	2	Males	Dead	16/01/2023 10:06	############	############	14.25	
30/1 pm	6	0	1	4	10	1.1	0	Males	Dead	16/01/2023 10:07	############	############	14.25	
30/1 pm	6	1	0	5	5	1.1	2	Males	Live	16/01/2023 10:11	############	############	14.25	
30/1 pm	6	1	0	7	5	1.1	2	Males	Live	16/01/2023 10:30	############	############	14.25	
30/1 pm	6	1	0	4	10	1.1	0	Males	Live	16/01/2023 10:07	############	############	14.25	
30/1 pm	6	1	0	6	10	1.1	0	Males	Live	16/01/2023 10:23	############	############	14.25	
31/1 am	7	0	1	2	5	1.1	1	Males	Live	16/01/2023 10:02	############	############	15	
31/1 am	7	0	1	4	10	1.1	0	Males	Live	16/01/2023 10:07	############	############	15	
31/1 am	7	0	1	7	5	1.1	3	Males	Live	16/01/2023 10:30	############	############	15	
31/1 am	7	0	1	5	5	1.1	9	Males	Live	16/01/2023 10:11	############	############	15	
31/1 am	7	0	1	6	10	1.1	3	Males	Live	16/01/2023 10:23	############	############	15	
31/1 am	7	0	1	1	1	1.1	1	Males	Live	16/01/2023 09:56	############	############	15	
31/1 am	7	1	0	2	5	1.1	0	Males	Live	16/01/2023 10:02	############	############	15	
31/1 am	7	1	0	5	5	1.1	1	Males	Live	16/01/2023 10:11	############	############	15	
31/1 am	7	1	0	6	10	1.1	1	Males	Live	16/01/2023 10:23	############	############	15	
31/1 pm	8	0	1	5	5	1.1	0	Males	Live	16/01/2023 10:11	############	############	15.25	
31/1 pm	8	0	1	1	1	1.1	0	Males	Live	16/01/2023 09:56	############	############	15.25	
31/1 pm	8	0	1	2	5	1.1	0	Males	Live	16/01/2023 10:02	############	############	15.25	
31/1 pm	8	0	1	6	10	1.1	0	Males	Live	16/01/2023 10:23	############	############	15.25	
31/1 pm	8	0	1	7	5	1.1	0	Males	Live	16/01/2023 10:30	############	############	15.25	
1/2 am	9	0	1	1	1	1.1	0	Males	Live	16/01/2023 09:56	############	############	16	
1/2 am	9	0	1	5	5	1.1	0	Males	Live	16/01/2023 10:11	############	############	16	
1/2 am	9	0	1	6	10	1.1	0	Males	Live	16/01/2023 10:23	############	############	16	
1/2 am	9	0	1	6	10	1.1	2	Males	Live	16/01/2023 10:23	############	############	16	
1/2 am	9	0	1	7	5	1.1	4	Males	Live	16/01/2023 10:30	############	############	16	
1/2 am	9	0	1	5	5	1.1	13	Males	Live	16/01/2023 10:11	############	############	16	
01/2 am	9	1	0	7	5	1.1	0	Males	Live	16/01/2023 10:30	############	############	16	
01/2 am	9	1	0	3	1	1.1	0	Males	Live	16/01/2023 10:06	############	############	16	
28/1 am	1	0	0	8	1	1.2	15	Males	Live	16/01/2023 16:18	############	############	11.75	
28/1 am	1	0	0	10	5	1.2	8	Males	Live	16/01/2023 16:30	############	############	11.75	
28/1 am	1	0	0	11	1	1.2	1	Males	Live	16/01/2023 16:33	############	############	11.75	
28/1 am	1	0	0	9	10	1.2	6	Males	Live	16/01/2023 16:28	############	############	11.75	
28/1 am	1	0	0	12	10	1.2	8	Males	Live	16/01/2023 16:42	############	############	11.75	
28/1/pm	2	0	0	9	10	1.2	1	Males	Live	16/01/2023 16:28	############	############	12	
28/1/pm	2	0	0	11	1	1.2	0	Males	Live	16/01/2023 16:33	############	############	12	
28/1/pm	2	0	0	10	5	1.2	0	Males	Live	16/01/2023 16:30	############	############	12	
28/1/pm	2	0	0	8	1	1.2	3	Males	Live	16/01/2023 16:18	############	############	12	
28/1/pm	2	0	0	12	10	1.2	4	Males	Live	16/01/2023 16:42	############	############	12	
29/1 am	3	1	0	8	1	1.2	17	Males	Dead	16/01/2023 16:18	############	############	12.75	
29/1 am	3	1	0	10	5	1.2	2	Males	Dead	16/01/2023 16:30	############	############	12.75	
29/1 am	3	1	0	9	10	1.2	3	Males	Dead	16/01/2023 16:28	############	############	12.75	
29/1 pm	3	0	1	8	1	1.2	1	Males	Dead	16/01/2023 16:18	############	############	13	
29/1 pm	3	0	1	10	5	1.2	0	Males	Dead	16/01/2023 16:30	############	############	13	
29/1 pm	3	0	1	12	10	1.2	1	Males	Dead	16/01/2023 16:42	############	############	13	
29/1 am	3	0	0	12	10	1.2	16	Males	Live	16/01/2023 16:42	############	############	12.75	
29/1 am	3	0	0	11	1	1.2	4	Males	Live	16/01/2023 16:33	############	############	12.75	
29/1 pm	4	1	0	11	1	1.2	1	Males	Dead	16/01/2023 16:33	############	############	13	
29/1 pm	4	1	0	8	1	1.2	1	Males	Dead	16/01/2023 16:18	############	############	13	
29/1 pm	4	1	0	9	10	1.2	0	Males	Dead	16/01/2023 16:28	############	############	13	
29/1 pm	4	1	0	12	10	1.2	0	Males	Dead	16/01/2023 16:42	############	############	13	
29/4 pm	4	1	0	10	5	1.2	0	Males	Dead	16/01/2023 16:30	############	############	13	
29/1 pm	4	0	1	12	10	1.2	1	Males	Live	16/01/2023 16:42	############	############	13	
29/1 pm	4	0	1	8	1	1.2	1	Males	Live	16/01/2023 16:18	############	############	13	
29/1 pm	4	0	1	9	10	1.2	2	Males	Live	16/01/2023 16:28	############	############	13	
29/1 pm	4	0	1	11	1	1.2	0	Males	Live	16/01/2023 16:33	############	############	13	
30/1 am	5	1	0	10	5	1.2	1	Males	Dead	16/01/2023 16:30	############	############	13.75	
30/1 am	5	1	0	11	1	1.2	1	Males	Dead	16/01/2023 16:33	############	############	13.75	
30/1 am	5	1	0	9	10	1.2	4	Males	Dead	16/01/2023 16:28	############	############	13.75	
30/1 am	5	0	0	8	1	1.2	2	Males	Live	16/01/2023 16:18	############	############	13.75	
30/1 am	5	0	0	12	10	1.2	5	Males	Live	16/01/2023 16:42	############	############	13.75	
30/1 am	5	0	1	9	10	1.2	2	Males	Live	16/01/2023 16:28	############	############	13.75	
30/1 am	5	0	1	12	10	1.2	1	Males	Live	16/01/2023 16:42	############	############	13.75	
30/1 am	5	0	1	11	1	1.2	1	Males	Live	16/01/2023 16:33	############	############	13.75	
30/1 pm	5	0	1	8	1	1.2	3	Males	Live	16/01/2023 16:18	############	############	13.75	
30/1 pm	6	0	1	11	1	1.2	0	Males	Dead	16/01/2023 16:33	############	############	14	
30/1 pm	6	0	1	12	10	1.2	1	Males	Dead	16/01/2023 16:42	############	############	14	
30/1 pm	6	0	1	10	5	1.2	1	Males	Dead	16/01/2023 16:30	############	############	14	
30/1 pm	6	1	0	11	1	1.2	1	Males	Live	16/01/2023 16:33	############	############	14	
30/1 pm	6	1	0	9	10	1.2	0	Males	Live	16/01/2023 16:28	############	############	14	
30/1 pm	6	1	0	10	5	1.2	0	Males	Live	16/01/2023 16:30	############	############	14	
31/1 am	7	0	1	9	10	1.2	8	Males	Live	16/01/2023 16:28	############	############	14.75	
31/1 am	7	0	1	10	5	1.2	2	Males	Live	16/01/2023 16:30	############	############	14.75	
31/1 am	7	0	1	11	1	1.2	3	Males	Live	16/01/2023 16:33	############	############	14.75	
31/1 am	7	0	1	12	10	1.2	3	Males	Live	16/01/2023 16:42	############	############	14.75	
31/1 am	7	1	0	12	10	1.2	1	Males	Live	16/01/2023 16:42	############	############	14.75	
31/1 am	7	1	0	9	10	1.2	0	Males	Live	16/01/2023 16:28	############	############	14.75	
31/1 am	7	1	0	10	5	1.2	0	Males	Live	16/01/2023 16:30	############	############	14.75	
31/1 pm	8	0	1	9	10	1.2	0	Males	Live	16/01/2023 16:28	############	############	15	
1/2 am	9	0	1	10	5	1.2	2	Males	Live	16/01/2023 16:30	############	############	15.75	
1/2 am	9	0	1	12	10	1.2	3	Males	Live	16/01/2023 16:42	############	############	15.75	
1/2 am	9	0	1	9	10	1.2	15	Males	Live	16/01/2023 16:28	############	############	15.75	
1/2 am	9	0	1	11	1	1.2	5	Males	Live	16/01/2023 16:33	############	############	15.75	
01/2 am	9	1	0	12	10	1.2	0	Males	Live	16/01/2023 16:42	############	############	15.75	
1/2 pm	10	0	1	12	10	1.2	1	Males	Live	16/01/2023 16:42	############	############	16	
1/2 pm	10	0	1	12	10	1.2	1	Males	Live	16/01/2023 16:42	############	############	16	
1/2 pm	10	0	1	9	10	1.2	1	Males	Live	16/01/2023 16:28	############	############	16	
1/2 pm	10	0	1	10	5	1.2	1	Males	Live	16/01/2023 16:30	############	############	16	
28/1 am	1	0	0	14	5	2.1	3	Males	Live	17/01/2023 08:04	############	############	11	
28/1 am	1	0	0	16	1	2.1	4	Males	Live	17/01/2023 08:14	############	############	11	
28/1/pm	2	0	0	19	1	2.1	0	Males	Live	17/01/2023 08:26	############	############	11.25	
28/1/pm	2	0	0	14	5	2.1	8	Males	Live	17/01/2023 08:04	############	############	11.25	
28/1/pm	2	0	0	16	1	2.1	5	Males	Live	17/01/2023 08:14	############	############	11.25	
28/1/pm	2	0	0	15	10	2.1	0	Males	Live	17/01/2023 08:12	############	############	11.25	
28/1/pm	2	0	0	20	5	2.1	0	Males	Live	17/01/2023 08:28	############	############	11.25	
29/1 am	3	1	0	15	10	2.1	10	Males	Dead	17/01/2023 08:12	############	############	12	
29/1 am	3	1	0	14	5	2.1	22	Males	Dead	17/01/2023 08:04	############	############	12	
29/1 am	3	1	0	24	10	2.1	1	Males	Dead	17/01/2023 08:42	############	############	12	
29/1 am	3	1	0	17	5	2.1	5	Males	Dead	17/01/2023 08:17	############	############	12	
29/1 am	3	1	0	16	1	2.1	6	Males	Dead	17/01/2023 08:14	############	############	12	
29/1 am	3	1	0	25	1	2.1	4	Males	Dead	17/01/2023 08:45	############	############	12	
29/1 am	3	1	0	19	1	2.1	10	Males	Dead	17/01/2023 08:26	############	############	12	
29/1 am	3	1	0	22	1	2.1	3	Males	Dead	17/01/2023 08:35	############	############	12	
29/1 am	3	1	0	23	5	2.1	6	Males	Dead	17/01/2023 08:37	############	############	12	
29/1 am	3	1	0	21	10	2.1	3	Males	Dead	17/01/2023 08:33	############	############	12	
29/1 pm	3	0	1	14	5	2.1	5	Males	Dead	17/01/2023 08:04	############	############	12.25	
29/1 pm	3	0	1	15	10	2.1	2	Males	Dead	17/01/2023 08:12	############	############	12.25	
29/1 pm	3	0	1	16	1	2.1	1	Males	Dead	17/01/2023 08:14	############	############	12.25	
29/1 am	3	0	0	20	5	2.1	19	Males	Live	17/01/2023 08:28	############	############	12	
29/1 pm	4	1	0	16	1	2.1	0	Males	Dead	17/01/2023 08:14	############	############	12.25	
29/1 pm	4	1	0	17	5	2.1	2	Males	Dead	17/01/2023 08:17	############	############	12.25	
29/1 pm	4	1	0	25	1	2.1	1	Males	Dead	17/01/2023 08:45	############	############	12.25	
29/1 pm	4	1	0	23	5	2.1	3	Males	Dead	17/01/2023 08:37	############	############	12.25	
29/1 pm	4	1	0	20	5	2.1	3	Males	Dead	17/01/2023 08:28	############	############	12.25	
29/4 pm	4	1	0	21	10	2.1	4	Males	Dead	17/01/2023 08:33	############	############	12.25	
29/4 pm	4	1	0	14	5	2.1	2	Males	Dead	17/01/2023 08:04	############	############	12.25	
29/4 pm	4	1	0	24	10	2.1	1	Males	Dead	17/01/2023 08:42	############	############	12.25	
29/4 pm	4	1	0	19	1	2.1	6	Males	Dead	17/01/2023 08:26	############	############	12.25	
29/4 pm	4	1	0	22	1	2.1	0	Males	Dead	17/01/2023 08:35	############	############	12.25	
29/4 pm	4	1	0	15	10	2.1	0	Males	Dead	17/01/2023 08:12	############	############	12.25	
29/1 pm	4	0	1	20	5	2.1	0	Males	Live	17/01/2023 08:28	############	############	12.25	
29/1 pm	4	0	1	19	1	2.1	0	Males	Live	17/01/2023 08:26	############	############	12.25	
29/1 pm	4	0	1	22	1	2.1	1	Males	Live	17/01/2023 08:35	############	############	12.25	
29/1 pm	4	0	1	14	5	2.1	1	Males	Live	17/01/2023 08:04	############	############	12.25	
30/1 am	5	1	0	22	1	2.1	3	Males	Dead	17/01/2023 08:35	############	############	13	
30/1 am	5	1	0	14	5	2.1	11	Males	Dead	17/01/2023 08:04	############	############	13	
30/1 am	5	1	0	15	10	2.1	1	Males	Dead	17/01/2023 08:12	############	############	13	
30/1 am	5	1	0	16	1	2.1	4	Males	Dead	17/01/2023 08:14	############	############	13	
30/1 am	5	1	0	19	1	2.1	5	Males	Dead	17/01/2023 08:26	############	############	13	
30/1 am	5	1	0	17	5	2.1	5	Males	Dead	17/01/2023 08:17	############	############	13	
30/1 am	5	1	0	21	10	2.1	7	Males	Dead	17/01/2023 08:33	############	############	13	
30/1 am	5	1	0	24	10	2.1	0	Males	Dead	17/01/2023 08:42	############	############	13	
30/1 am	5	0	0	23	5	2.1	7	Males	Live	17/01/2023 08:37	############	############	13	
30/1 am	5	0	0	20	5	2.1	5	Males	Live	17/01/2023 08:28	############	############	13	
30/1 am	5	0	1	17	5	2.1	1	Males	Live	17/01/2023 08:17	############	############	13	
30/1 am	5	0	1	25	1	2.1	7	Males	Live	17/01/2023 08:45	############	############	13	
30/1 am	5	0	1	16	1	2.1	0	Males	Live	17/01/2023 08:14	############	############	13	
30/1 am	5	0	1	19	1	2.1	2	Males	Live	17/01/2023 08:26	############	############	13	
30/1 am	5	0	1	15	10	2.1	3	Males	Live	17/01/2023 08:12	############	############	13	
30/1 pm	5	0	1	23	5	2.1	4	Males	Live	17/01/2023 08:37	############	############	13	
30/1 pm	5	0	1	21	10	2.1	3	Males	Live	17/01/2023 08:33	############	############	13	
30/1 pm	5	0	1	24	10	2.1	0	Males	Live	17/01/2023 08:42	############	############	13	
30/1 pm	5	0	1	14	5	2.1	4	Males	Live	17/01/2023 08:04	############	############	13	
30/1 pm	5	0	1	22	1	2.1	2	Males	Live	17/01/2023 08:35	############	############	13	
30/1 pm	5	0	1	20	5	2.1	3	Males	Live	17/01/2023 08:28	############	############	13	
30/1 pm	5	1	0	25	1	2.1	2	Males	Live	17/01/2023 08:45	############	############	13	
30/1 pm	6	0	1	16	1	2.1	1	Males	Dead	17/01/2023 08:14	############	############	13.25	
30/1 pm	6	0	1	17	5	2.1	1	Males	Dead	17/01/2023 08:17	############	############	13.25	
30/1 pm	6	0	1	15	10	2.1	0	Males	Dead	17/01/2023 08:12	############	############	13.25	
30/1 pm	6	0	1	25	1	2.1	0	Males	Dead	17/01/2023 08:45	############	############	13.25	
30/1 pm	6	0	1	14	5	2.1	1	Males	Dead	17/01/2023 08:04	############	############	13.25	
30/1 pm	6	0	1	18	10	2.1	0	Males	Dead	17/01/2023 08:23	############	############	13.25	
30/1 pm	6	0	1	20	5	2.1	1	Males	Dead	17/01/2023 08:28	############	############	13.25	
30/1 pm	6	1	0	20	5	2.1	1	Males	Live	17/01/2023 08:28	############	############	13.25	
30/1 pm	6	1	0	21	10	2.1	0	Males	Live	17/01/2023 08:33	############	############	13.25	
30/1 pm	6	1	0	19	1	2.1	0	Males	Live	17/01/2023 08:26	############	############	13.25	
30/1 pm	6	1	0	17	5	2.1	3	Males	Live	17/01/2023 08:17	############	############	13.25	
30/1 pm	6	1	0	23	5	2.1	0	Males	Live	17/01/2023 08:37	############	############	13.25	
30/1 pm	6	1	0	15	10	2.1	1	Males	Live	17/01/2023 08:12	############	############	13.25	
30/1 pm	6	1	0	14	5	2.1	0	Males	Live	17/01/2023 08:04	############	############	13.25	
30/1 pm	6	1	0	16	1	2.1	1	Males	Live	17/01/2023 08:14	############	############	13.25	
31/1 am	7	0	1	17	5	2.1	6	Males	Live	17/01/2023 08:17	############	############	14	
31/1 am	7	0	1	16	1	2.1	1	Males	Live	17/01/2023 08:14	############	############	14	
31/1 am	7	0	1	15	10	2.1	5	Males	Live	17/01/2023 08:12	############	############	14	
31/1 am	7	0	1	25	1	2.1	5	Males	Live	17/01/2023 08:45	############	############	14	
31/1 am	7	0	1	19	1	2.1	7	Males	Live	17/01/2023 08:26	############	############	14	
31/1 am	7	0	1	14	5	2.1	5	Males	Live	17/01/2023 08:04	############	############	14	
31/1 am	7	0	1	20	5	2.1	8	Males	Live	17/01/2023 08:28	############	############	14	
31/1 am	7	0	1	18	10	2.1	2	Males	Live	17/01/2023 08:23	############	############	14	
31/1 am	7	0	1	23	5	2.1	1	Males	Live	17/01/2023 08:37	############	############	14	
31/1 am	7	0	1	24	10	2.1	0	Males	Live	17/01/2023 08:42	############	############	14	
31/1 am	7	0	1	21	10	2.1	2	Males	Live	17/01/2023 08:33	############	############	14	
31/1 am	7	1	0	15	10	2.1	0	Males	Live	17/01/2023 08:12	############	############	14	
31/1 am	7	1	0	23	5	2.1	5	Males	Live	17/01/2023 08:37	############	############	14	
31/1 am	7	1	0	20	5	2.1	9	Males	Live	17/01/2023 08:28	############	############	14	
31/1 am	7	1	0	19	1	2.1	1	Males	Live	17/01/2023 08:26	############	############	14	
31/1 am	7	1	0	22	1	2.1	0	Males	Live	17/01/2023 08:35	############	############	14	
31/1 am	7	1	0	16	1	2.1	0	Males	Live	17/01/2023 08:14	############	############	14	
31/1 am	7	1	0	21	10	2.1	2	Males	Live	17/01/2023 08:33	############	############	14	
31/1 am	7	1	0	24	10	2.1	0	Males	Live	17/01/2023 08:42	############	############	14	
31/1 am	7	1	0	14	5	2.1	0	Males	Live	17/01/2023 08:04	############	############	14	
31/1 am	7	1	0	17	5	2.1	0	Males	Live	17/01/2023 08:17	############	############	14	
31/1 pm	8	0	1	25	1	2.1	1	Males	Live	17/01/2023 08:45	############	############	14.25	
31/1 pm	8	0	1	17	5	2.1	1	Males	Live	17/01/2023 08:17	############	############	14.25	
31/1 pm	8	0	1	20	5	2.1	1	Males	Live	17/01/2023 08:28	############	############	14.25	
31/1 pm	8	0	1	23	5	2.1	0	Males	Live	17/01/2023 08:37	############	############	14.25	
31/1 pm	8	0	1	19	1	2.1	0	Males	Live	17/01/2023 08:26	############	############	14.25	
31/1 pm	8	0	1	14	5	2.1	2	Males	Live	17/01/2023 08:04	############	############	14.25	
31/1 pm	8	1	0	21	10	2.1	0	Males	Live	17/01/2023 08:33	############	############	14.25	
31/1 pm	8	1	0	23	5	2.1	0	Males	Live	17/01/2023 08:37	############	############	14.25	
31/1 pm	8	1	0	14	5	2.1	0	Males	Live	17/01/2023 08:04	############	############	14.25	
31/1 pm	8	1	0	24	10	2.1	0	Males	Live	17/01/2023 08:42	############	############	14.25	
31/1 pm	8	1	0	20	5	2.1	1	Males	Live	17/01/2023 08:28	############	############	14.25	
1/2 am	9	0	1	20	5	2.1	7	Males	Live	17/01/2023 08:28	############	############	15	
1/2 am	9	0	1	25	1	2.1	2	Males	Live	17/01/2023 08:45	############	############	15	
1/2 am	9	0	1	18	10	2.1	0	Males	Live	17/01/2023 08:23	############	############	15	
1/2 am	9	0	1	14	5	2.1	5	Males	Live	17/01/2023 08:04	############	############	15	
1/2 am	9	0	1	15	10	2.1	3	Males	Live	17/01/2023 08:12	############	############	15	
1/2 am	9	0	1	21	10	2.1	2	Males	Live	17/01/2023 08:33	############	############	15	
1/2 am	9	0	1	23	5	2.1	2	Males	Live	17/01/2023 08:37	############	############	15	
1/2 am	9	0	1	24	10	2.1	2	Males	Live	17/01/2023 08:42	############	############	15	
1/2 am	9	0	1	17	5	2.1	6	Males	Live	17/01/2023 08:17	############	############	15	
1/2 am	9	0	1	16	1	2.1	0	Males	Live	17/01/2023 08:14	############	############	15	
1/2 am	9	0	1	19	1	2.1	2	Males	Live	17/01/2023 08:26	############	############	15	
01/2 am	9	1	0	24	10	2.1	2	Males	Live	17/01/2023 08:42	############	############	15	
01/2 am	9	1	0	21	10	2.1	0	Males	Live	17/01/2023 08:33	############	############	15	
01/2 am	9	1	0	13	1	2.1	1	Males	Live	17/01/2023 08:02	############	############	15	
01/2 am	9	1	0	20	5	2.1	3	Males	Live	17/01/2023 08:28	############	############	15	
1/2 pm	10	0	1	21	10	2.1	2	Males	Live	17/01/2023 08:33	############	############	15.25	
1/2 pm	10	0	1	14	5	2.1	0	Males	Live	17/01/2023 08:04	############	############	15.25	
1/2 pm	10	0	1	17	5	2.1	0	Males	Live	17/01/2023 08:17	############	############	15.25	
1/2 pm	10	0	1	19	1	2.1	0	Males	Live	17/01/2023 08:26	############	############	15.25	
1/2 pm	10	0	1	20	5	2.1	0	Males	Live	17/01/2023 08:28	############	############	15.25	
1/2 pm	10	0	1	18	10	2.1	1	Males	Live	17/01/2023 08:23	############	############	15.25	
1/2 pm	10	0	1	15	10	2.1	1	Males	Live	17/01/2023 08:12	############	############	15.25	
1/2 pm	10	0	1	16	1	2.1	1	Males	Live	17/01/2023 08:14	############	############	15.25	
1/2 pm	10	0	1	24	10	2.1	0	Males	Live	17/01/2023 08:42	############	############	15.25	
02/2 am	11	1	0	23	5	2.1	0	Males	Live	17/01/2023 08:37	############	############	16	
02/2 am	11	1	0	21	10	2.1	1	Males	Live	17/01/2023 08:33	############	############	16	
02/2 am	11	0	1	18	10	2.1	7	Males	Live	17/01/2023 08:23	############	############	16	
02/2 am	11	0	1	20	5	2.1	4	Males	Live	17/01/2023 08:28	############	############	16	
02/2 am	11	0	1	23	5	2.1	1	Males	Live	17/01/2023 08:37	############	############	16	
02/2 am	11	0	1	23	5	2.1	3	Males	Live	17/01/2023 08:37	############	############	16	
02/2 am	11	0	1	24	10	2.1	2	Males	Live	17/01/2023 08:42	############	############	16	
02/2 am	11	0	1	18	10	2.1	1	Males	Live	17/01/2023 08:23	############	############	16	
02/2 am	11	0	1	17	5	2.1	0	Males	Live	17/01/2023 08:17	############	############	16	
02/2 am	11	0	1	21	10	2.1	4	Males	Live	17/01/2023 08:33	############	############	16	
02/2 am	11	0	1	15	10	2.1	1	Males	Live	17/01/2023 08:12	############	############	16	
02/2 am	11	0	1	19	1	2.1	0	Males	Live	17/01/2023 08:26	############	############	16	
28/1 am	1	0	0	29	5	2.2	8	Males	Live	17/01/2023 16:51	############	############	10.75	
28/1 am	1	0	0	26	5	2.2	2	Males	Live	17/01/2023 16:31	############	############	10.75	
28/1 am	1	0	0	28	1	2.2	1	Males	Live	17/01/2023 16:28	############	############	10.75	
28/1 am	1	0	0	30	10	2.2	2	Males	Live	17/01/2023 16:49	############	############	10.75	
28/1/pm	2	0	0	27	10	2.2	1	Males	Live	17/01/2023 16:40	############	############	11	
28/1/pm	2	0	0	32	5	2.2	0	Males	Live	17/01/2023 17:05	############	############	11	
28/1/pm	2	0	0	28	1	2.2	1	Males	Live	17/01/2023 16:28	############	############	11	
28/1/pm	2	0	0	26	5	2.2	0	Males	Live	17/01/2023 16:31	############	############	11	
28/1/pm	2	0	0	29	5	2.2	12	Males	Live	17/01/2023 16:51	############	############	11	
28/1/pm	2	0	0	34	1	2.2	1	Males	Live	17/01/2023 17:05	############	############	11	
29/1 am	3	1	0	32	5	2.2	5	Males	Dead	17/01/2023 17:05	############	############	11.75	
29/1 am	3	1	0	34	1	2.2	2	Males	Dead	17/01/2023 17:05	############	############	11.75	
29/1 am	3	1	0	30	10	2.2	17	Males	Dead	17/01/2023 16:49	############	############	11.75	
